,mmsi,lon,lat,speed,course,heading,type,timestamp
0,104000000,114.30306333333333,30.590911666666667,0.0,277.40000000000003,511,18,1665990017158
1,145000000,0.8471,0.0266183333333333,79.4,272.0,7,0,1665990020056
2,150000000,114.32443333333332,30.60123833333333,0.0,169.8,511,18,1665990021679
3,170000000,114.284815,30.567441666666667,6.6000000000000005,274.2,274,19,1665990018465
4,180000000,114.34248,30.62558,6.5,222.4,230,1,1665990017866
5,220000000,114.22054666666666,30.477136666666667,0.0,60.0,511,18,1665990018324
6,230000000,114.37914166666668,30.650271666666665,4.7,232.9,511,18,1665990016480
7,300000000,114.34659,30.62948,4.9,227.6,511,18,1665990020683
8,410000000,114.29524,30.568061666666665,4.9,30.6,511,18,1665990018762
9,920000000,114.27154166666666,30.53251,6.300000000000001,33.2,511,18,1665990018090
