,mmsi,lon,lat,speed,course,heading,type,timestamp
0,101000000,114.32062333333332,30.60739166666667,5.2,215.0,511,18,1665986273340
1,102000000,114.28073333333332,30.55753333333333,0.0,111.2,211,3,1665986155954
2,103000000,114.26729333333331,30.52729,5.5,32.4,511,18,1665986131465
3,104000000,114.30305833333334,30.59092,0.0,277.40000000000003,511,18,1665986271865
4,106000000,114.30333333333331,30.59144,0.0,0.0,511,18,1665986130081
5,107000000,114.31605333333331,30.590623333333333,0.0,0.0,511,18,1665986243878
6,112000000,114.410855,30.665668333333333,0.0,360.0,511,3,1665986062138
7,113000000,114.340225,30.62442,4.0,221.4,511,18,1665986272194
8,116000000,181.0,91.0,102.3,360.0,511,1,1665986198561
9,150000000,114.324445,30.601281666666665,0.0,169.8,511,18,1665986264590
10,170000000,114.353185,30.604855,0.0,250.9,511,1,1665986244198
11,184000000,0.8509666666666666,0.0266066666666666,79.4,272.0,7,0,1665986268967
12,185000000,0.8505133333333333,0.026605,92.2,67.2,7,0,1665986118721
13,186000000,0.8507533333333334,0.0266083333333333,53.8,272.0,7,0,1665986059949
14,187000000,0.8509666666666666,0.0266166666666666,66.6,272.0,7,0,1665986105127
15,190000000,114.39445333333332,30.65683333333333,5.9,250.8,511,1,1665986255322
16,191000000,0.8511266666666667,0.02662,53.8,67.2,7,0,1665986088236
17,192000000,0.8517933333333333,0.0266383333333333,53.8,67.2,7,0,1665986239126
18,194000000,0.8516333333333334,0.0266316666666666,79.4,272.0,7,0,1665986178715
19,198000000,0.85174,0.0266366666666666,28.2,272.0,7,0,1665986149149
20,204000000,0.8521666666666666,0.0266483333333333,79.4,272.0,7,0,1665986210465
21,208000000,0.8523,0.0266516666666666,92.2,272.0,7,0,1665986224127
22,250000000,114.29975666666668,30.580935,5.4,214.1,0,18,1665986250874
23,260000000,114.30277333333332,30.59046,0.0,0.0,511,18,1665986206499
24,270000000,114.33480333333333,30.617515,6.4,44.900000000000006,511,18,1665986273340
25,310000000,114.27558,30.54020166666667,4.0,207.4,207,18,1665986195381
26,340000000,114.26632,30.53228333333333,0.0,81.5,81,19,1665986191324
27,360000000,114.31554166666666,30.59816333333333,7.5,31.200000000000003,511,18,1665986261825
28,370000000,114.33518,30.620631666666668,3.2,227.2,511,18,1665986273592
29,380000000,114.26082833333334,30.525435,0.0,3.6,205,18,1665986160363
30,400000000,114.35004666666669,30.631866666666667,3.1,228.4,228,1,1665986264873
31,440000000,114.24736333333334,30.50736833333333,4.5,214.0,0,1,1665986156683
32,450000000,114.25560666666668,30.517196666666667,3.7,218.8,218,18,1665986236369
33,460000000,114.31937333333332,30.61252333333333,0.1,137.3,511,18,1665986184172
34,480000000,114.3208,30.617116666666668,0.0,249.9,511,1,1665986264037
35,490000000,114.28097333333334,30.558143333333334,0.0,0.0,511,18,1665986169276
36,530000000,114.29477166666666,30.57487,5.4,211.7,511,18,1665986257961
37,560000000,114.31870666666669,30.61364833333333,0.0,246.7,0,18,1665986261177
38,590000000,114.36441666666668,30.638955,6.4,52.1,511,18,1665986260735
39,620000000,114.28395833333332,30.552561666666666,5.7,25.6,25,18,1665986250132
40,630000000,114.30776,30.597816666666667,0.0,0.0,511,18,1665986140653
41,640000000,114.32548333333334,30.613666666666667,4.2,220.1,220,19,1665986241108
42,690000000,114.323835,30.60842166666667,5.6000000000000005,41.900000000000006,511,18,1665986271594
43,700000000,114.27738333333332,30.543916666666668,3.7,212.7,511,3,1665986265997
44,710000000,114.29357333333331,30.57675,0.0,0.0,511,18,1665986235833
45,730000000,114.28124,30.558466666666668,0.0,0.0,511,18,1665986221234
46,750000000,114.28116,30.558526666666666,0.0,0.0,511,18,1665986194050
47,810000000,114.36134666666666,30.63667333333333,6.2,53.400000000000006,511,18,1665986210244
48,820000000,114.282885,30.553341666666668,4.7,209.4,0,18,1665986272194
49,840000000,114.3188,30.605546666666665,6.4,220.3,511,18,1665986265710
50,860000000,114.18446833333331,30.430706666666666,12.1,28.700000000000003,28,18,1665986207386
51,890000000,114.349485,30.629103333333333,6.6,52.3,511,1,1665986269392
52,900000000,114.26456666666668,30.527906666666667,3.7,213.5,511,18,1665986231481
53,930000000,114.28652,30.54751,0.1,88.4,511,1,1665986173757
54,990000000,114.29736,30.581756666666667,0.0,217.7,511,18,1665986199226
