,mmsi,lon,lat,speed,course,heading,type,timestamp
0,110000000,114.32323833333334,30.599868333333333,0.0,80.4,511,18,1668906883869
1,140000000,114.315055,30.6008,3.7,212.9,511,18,1668906880190
2,150000000,114.31596,30.590806666666666,0.0,0.0,511,18,1668906596754
3,180000000,114.32156666666668,30.608655,4.3,209.7,511,18,1668906874025
4,200000000,114.34593333333332,30.628755,3.4000000000000004,228.5,228,18,1668906782219
5,210000000,114.31708666666668,30.611576666666668,0.0,257.6,257,18,1668906633197
6,220000000,114.320105,30.61637,0.0,229.7,229,18,1668906778336
7,240000000,114.31704,30.61046333333333,0.0,0.0,0,1,1668906869229
8,250000000,114.28113666666668,30.550401666666662,4.5,205.4,205,18,1668906632525
9,270000000,114.32095166666667,30.617351666666668,0.2,134.1,511,1,1668906534834
10,290000000,114.31903666666666,30.614415,0.0,325.8,325,18,1668906870524
11,310000000,114.29204666666666,30.57347833333333,4.800000000000001,208.6,0,18,1668906485429
12,330000000,114.32073666666666,30.61702,0.0,178.60000000000002,511,1,1668906862510
13,360000000,114.33262666666668,30.618286666666663,4.9,226.2,511,18,1668906883341
14,390000000,114.27506666666666,30.53902,4.2,211.8,511,18,1668906824472
15,450000000,114.32041333333332,30.612231666666663,0.0,9.0,511,18,1668906794054
16,460000000,114.28988,30.571036666666668,0.0,0.0,12,1,1668906853029
17,470000000,114.29586666666668,30.57593,5.0,213.4,511,18,1668906881423
18,490000000,114.320585,30.614305,0.0,360.0,511,3,1668906754498
19,500000000,114.31979166666666,30.61204333333333,0.0,360.0,511,3,1668906842200
20,540000000,114.32101,30.61353666666667,0.0,360.0,511,3,1668906737854
21,550000000,114.29068666666667,30.57249333333333,0.0,0.0,511,18,1668906724994
22,560000000,114.29736666666666,30.581756666666667,0.0,360.0,511,3,1668906808825
23,580000000,114.29793333333332,30.58275666666667,0.0,0.0,511,18,1668906763163
24,600000000,114.31560833333332,30.590161666666667,0.0,0.0,511,18,1668906880335
25,610000000,114.31636,30.591173333333334,0.0,0.0,511,18,1668906580029
26,630000000,114.31611333333332,30.590651666666663,0.1,360.0,511,3,1668906759213
27,640000000,114.30772,30.597606666666668,0.0,0.0,1,18,1668906756289
28,650000000,114.30786833333332,30.5976,0.0,88.7,48,18,1668906695253
29,680000000,114.29291,30.572301666666668,3.2,206.8,511,18,1668906877280
