,mmsi,lon,lat,speed,course,heading,type,timestamp
0,101000000,0.83526,0.02621,27.6,265.6,7,0,1668072739501
1,102000000,0.8352333333333334,0.0262183333333333,53.2,60.8,7,0,1668072542295
2,103000000,0.8354733333333333,0.026225,91.6,60.8,7,0,1668072574659
3,105000000,0.8361666666666666,0.0262383333333333,91.6,60.8,7,0,1668072693890
4,110000000,114.323285,30.599858333333334,0.0,59.3,511,18,1668072895198
5,120000000,114.311835,30.597115,4.4,217.0,511,18,1668072864622
6,140000000,114.30047,30.58456,5.6,213.1,213,1,1668072336988
7,150000000,114.32196,30.61466,0.0,285.2,285,18,1668072509752
8,160000000,114.30516,30.58840333333333,3.9,217.0,511,18,1668072645391
9,170000000,114.32289833333331,30.60718,5.300000000000001,40.0,511,18,1668072897956
10,180000000,114.31915833333332,30.61459333333333,0.0,192.1,511,18,1668072897103
11,200000000,114.32075333333331,30.617035,0.0,331.5,511,1,1668072897209
12,210000000,114.34433166666666,30.627181666666665,3.2,228.6,511,18,1668072701350
13,220000000,114.31300833333331,30.59777833333333,5.6000000000000005,211.6,211,18,1668072896758
14,240000000,114.32423333333334,30.61133333333333,4.5,219.5,511,18,1668072858787
15,270000000,114.32162,30.61424,0.0,159.8,0,18,1668072889598
16,280000000,114.32592333333334,30.614046666666667,3.7,225.4,511,18,1668072873889
17,290000000,114.31979333333334,30.612898333333334,0.0,360.0,511,3,1668072822356
18,300000000,114.31861,30.613195,0.0,360.0,511,3,1668072887895
19,320000000,114.31559166666666,30.590166666666665,0.0,101.8,511,18,1668072896960
20,350000000,114.30772,30.59764,0.0,0.0,0,18,1668072724421
21,360000000,114.30789333333334,30.597606666666668,0.0,172.9,299,1,1668072562536
22,370000000,114.30723333333331,30.592266666666667,5.0,223.2,511,19,1668072819224
23,860000000,0.83446,0.02618,78.8,60.8,7,0,1668072756196
24,890000000,0.8341933333333333,0.026195,66.0,60.8,7,0,1668072348665
25,900000000,0.8343266666666667,0.02619,27.6,265.6,7,0,1668072859965
26,920000000,0.8344066666666666,0.0261966666666666,53.2,60.8,7,0,1668072407014
27,970000000,0.83526,0.02621,14.8,60.8,7,0,1668072829963
28,980000000,0.83478,0.02621,53.2,60.8,7,0,1668072439757
29,990000000,0.8352066666666667,0.0262083333333333,2.0,265.6,7,0,1668072650206
