,mmsi,lon,lat,speed,course,heading,type,timestamp
0,110000000,114.32329,30.599861666666666,0.0,188.0,511,18,1668069394857
1,130000000,114.29930666666668,30.58057,4.2,217.1,511,18,1668069257868
2,150000000,114.32200166666668,30.614695,0.0,309.3,304,19,1668069342199
3,180000000,114.31915166666668,30.614601666666665,0.0,192.1,511,18,1668069392003
4,200000000,114.320765,30.617061666666668,0.0,331.5,511,1,1668069387056
5,250000000,114.329345,30.616256666666665,4.8,227.3,227,1,1668069385645
6,270000000,114.32160166666668,30.61424333333333,0.0,303.90000000000003,0,18,1668069401944
7,290000000,114.319795,30.612901666666662,0.0,360.0,511,3,1668069302034
8,300000000,114.31865166666668,30.61318333333333,0.0,360.0,511,3,1668069367675
9,320000000,114.3156,30.59017,0.0,101.8,511,18,1668069391738
10,330000000,114.30794,30.591666666666665,5.7,212.7,511,18,1668069387889
11,360000000,114.30789333333334,30.597605,0.0,211.2,350,18,1668069330092
12,380000000,0.8270733333333333,0.0261116666666666,14.8,265.6,7,0,1668069113611
13,390000000,0.8275266666666666,0.026125,40.4,265.6,7,0,1668069156180
14,400000000,0.8273133333333333,0.0261183333333333,40.4,265.6,7,0,1668069188043
15,410000000,0.82758,0.02614,40.4,265.6,7,0,1668069141772
16,420000000,0.82814,0.0261416666666666,40.4,265.6,7,0,1668069336347
17,440000000,0.8281666666666667,0.0261416666666666,40.4,60.8,7,0,1668069217038
