,mmsi,lon,lat,speed,course,heading,type,timestamp
0,110000000,114.32328666666666,30.599866666666667,0.0,188.0,511,18,1668069354907
1,130000000,114.29930666666668,30.58057,4.2,217.1,511,18,1668069257868
2,150000000,114.32200166666668,30.614695,0.0,309.3,304,19,1668069342199
3,180000000,114.31914666666668,30.614601666666665,0.0,192.1,511,18,1668069350284
4,200000000,114.32076333333332,30.617051666666665,0.0,331.5,511,1,1668069348190
5,250000000,114.33013166666667,30.61688333333333,4.8,227.6,227,1,1668069344199
6,270000000,114.32160666666668,30.614238333333333,0.1,296.5,0,18,1668069348908
7,290000000,114.319795,30.612901666666662,0.0,360.0,511,3,1668069302034
8,300000000,114.31865666666668,30.613176666666668,0.0,360.0,511,3,1668069347506
9,320000000,114.31560333333331,30.590166666666665,0.0,101.8,511,18,1668069341486
10,330000000,114.30861166666666,30.592558333333333,5.5,213.8,511,18,1668069347666
11,360000000,114.30789333333334,30.597605,0.0,211.2,350,18,1668069330092
12,380000000,0.8270733333333333,0.0261116666666666,14.8,265.6,7,0,1668069113611
13,390000000,0.8275266666666666,0.026125,40.4,265.6,7,0,1668069156180
14,400000000,0.8273133333333333,0.0261183333333333,40.4,265.6,7,0,1668069188043
15,410000000,0.82758,0.02614,40.4,265.6,7,0,1668069141772
16,420000000,0.82814,0.0261416666666666,40.4,265.6,7,0,1668069336347
17,440000000,0.8281666666666667,0.0261416666666666,40.4,60.8,7,0,1668069217038
